"","x"
"343","https://fbref.com/en/matches/48c0e251/CA-Huracan-Estudiantes-October-14-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"344","https://fbref.com/en/matches/8e7f8770/Defensa-y-Just-CA-Union-October-14-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"345","https://fbref.com/en/matches/1fc78d58/Newells-OB-Tigre-October-13-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"346","https://fbref.com/en/matches/a693c8eb/Tucuman-Rosario-Cent-October-13-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"347","https://fbref.com/en/matches/be73ca35/Arsenal-CC-Cordoba-October-14-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"348","https://fbref.com/en/matches/9a965953/Aldosivi-Talleres-October-16-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"349","https://fbref.com/en/matches/36849eae/Newells-OB-Boca-Juniors-October-16-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"350","https://fbref.com/en/matches/1983f868/Independiente-Banfield-October-16-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"351","https://fbref.com/en/matches/326326a8/Godoy-Cruz-Patronato-October-16-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"352","https://fbref.com/en/matches/591b9345/River-Plate-Rosario-Cent-October-16-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"353","https://fbref.com/en/matches/d007ed46/Arsenal-Barracas-Central-October-17-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"354","https://fbref.com/en/matches/9c088aad/Gimnasia-ELP-Argentinos-Jun-October-17-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"355","https://fbref.com/en/matches/0aa51d46/Velez-Sarsf-Estudiantes-October-17-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"356","https://fbref.com/en/matches/6c2e16e5/Colon-Defensa-y-Just-October-18-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"357","https://fbref.com/en/matches/dfcec263/Lanus-Racing-Club-October-18-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"358","https://fbref.com/en/matches/83df5eb7/Sarmiento-San-Lorenzo-October-17-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"359","https://fbref.com/en/matches/dd7c761d/Tucuman-CA-Union-October-17-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"360","https://fbref.com/en/matches/77987c03/CA-Huracan-Platense-October-18-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"361","https://fbref.com/en/matches/f29fb075/CC-Cordoba-Tigre-October-18-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"362","https://fbref.com/en/matches/4bafd1b6/Gimnasia-ELP-Boca-Juniors-October-20-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"363","https://fbref.com/en/matches/b250402c/Talleres-CA-Union-October-19-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"364","https://fbref.com/en/matches/8b991b1d/CA-Union-CC-Cordoba-October-22-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"365","https://fbref.com/en/matches/04d2f836/Defensa-y-Just-Tucuman-October-22-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"366","https://fbref.com/en/matches/17f9dcab/Estudiantes-Godoy-Cruz-October-22-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"367","https://fbref.com/en/matches/bc194a47/San-Lorenzo-Aldosivi-October-22-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"368","https://fbref.com/en/matches/f05a8247/Argentinos-Jun-Velez-Sarsf-October-22-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"369","https://fbref.com/en/matches/d80e78cf/Banfield-Sarmiento-October-23-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"370","https://fbref.com/en/matches/ca8c0ae9/Talleres-Gimnasia-ELP-October-23-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"371","https://fbref.com/en/matches/20ad735e/Boca-Juniors-Independiente-October-23-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"372","https://fbref.com/en/matches/2ca6b724/Patronato-CA-Huracan-October-23-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"373","https://fbref.com/en/matches/db08ffd7/Racing-Club-River-Plate-October-23-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"374","https://fbref.com/en/matches/803b8827/Barracas-Central-Newells-OB-October-24-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"375","https://fbref.com/en/matches/f7a2d36a/Rosario-Cent-Colon-October-24-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"376","https://fbref.com/en/matches/e3f14bb9/Tigre-Arsenal-October-24-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"377","https://fbref.com/en/matches/7c77a9a9/Velez-Sarsf-CC-Cordoba-October-25-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"378","https://fbref.com/en/matches/4ff2ed95/Platense-Lanus-October-25-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"379","https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"380","https://fbref.com/en/comps/21/schedule/Primera-Division-Scores-and-Fixtures?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#sched_2022_21_1"
