"","x"
"172","https://fbref.com/en/matches/95355bc9/Tucuman-CC-Cordoba-August-11-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"173","https://fbref.com/en/matches/3c756dc2/Defensa-y-Just-Tigre-August-13-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"174","https://fbref.com/en/matches/ef1f4d8f/Rosario-Cent-Barracas-Central-August-13-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"175","https://fbref.com/en/matches/b8730c4d/Lanus-Independiente-August-13-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"176","https://fbref.com/en/matches/4e13b77b/River-Plate-Newells-OB-August-13-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"177","https://fbref.com/en/matches/3f664b1e/Patronato-San-Lorenzo-August-12-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"178","https://fbref.com/en/matches/d8a75076/Velez-Sarsf-Gimnasia-ELP-August-14-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"179","https://fbref.com/en/matches/671b628d/Argentinos-Jun-CA-Union-August-14-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"180","https://fbref.com/en/matches/999fa8d0/Estudiantes-Talleres-August-14-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"181","https://fbref.com/en/matches/bffb7acc/Racing-Club-Boca-Juniors-August-14-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"182","https://fbref.com/en/matches/ce65a7f5/CC-Cordoba-Colon-August-16-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"183","https://fbref.com/en/matches/fed1209e/Sarmiento-Godoy-Cruz-August-16-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"184","https://fbref.com/en/matches/5b8fbd9d/San-Lorenzo-Platense-August-16-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"185","https://fbref.com/en/matches/bd3ed669/Tigre-Tucuman-August-17-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"186","https://fbref.com/en/matches/e6066415/Newells-OB-Lanus-August-17-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"187","https://fbref.com/en/matches/807f296a/Arsenal-River-Plate-August-17-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"188","https://fbref.com/en/matches/81cc386d/Independiente-CA-Huracan-August-16-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"189","https://fbref.com/en/matches/1eb34955/Barracas-Central-Defensa-y-Just-August-18-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"190","https://fbref.com/en/matches/2cd694c8/Aldosivi-Velez-Sarsf-August-18-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"191","https://fbref.com/en/matches/642f5701/CA-Union-Gimnasia-ELP-August-18-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"192","https://fbref.com/en/matches/78f2011f/Talleres-Patronato-August-18-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"193","https://fbref.com/en/matches/d415312c/Boca-Juniors-Rosario-Cent-August-17-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"194","https://fbref.com/en/matches/7e198dff/Argentinos-Jun-Estudiantes-August-18-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"195","https://fbref.com/en/matches/cb970e6b/Banfield-Racing-Club-August-18-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"196","https://fbref.com/en/matches/190cc6bf/Colon-Tigre-August-20-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"197","https://fbref.com/en/matches/edbc4359/CA-Huracan-Newells-OB-August-20-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"198","https://fbref.com/en/matches/6271f6a3/Lanus-Arsenal-August-21-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"199","https://fbref.com/en/matches/348fa525/Godoy-Cruz-Independiente-August-21-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"200","https://fbref.com/en/matches/959de919/River-Plate-CC-Cordoba-August-21-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"201","https://fbref.com/en/matches/188b8999/Defensa-y-Just-Boca-Juniors-August-21-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"202","https://fbref.com/en/matches/88a6d841/Estudiantes-CA-Union-August-22-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"203","https://fbref.com/en/matches/fbd240b9/Rosario-Cent-Banfield-August-22-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"204","https://fbref.com/en/matches/d3bbf838/Racing-Club-San-Lorenzo-August-22-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"205","https://fbref.com/en/matches/020f494b/Patronato-Argentinos-Jun-August-23-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"206","https://fbref.com/en/matches/6ea59824/Velez-Sarsf-Sarmiento-August-22-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"207","https://fbref.com/en/matches/7af5cfcb/Platense-Talleres-August-22-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"208","https://fbref.com/en/matches/1ca6a389/Gimnasia-ELP-Aldosivi-August-23-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"209","https://fbref.com/en/matches/fe22234f/Tucuman-Barracas-Central-August-23-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"210","https://fbref.com/en/matches/0e58b7b4/CC-Cordoba-Lanus-August-26-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"211","https://fbref.com/en/matches/c89b84b1/San-Lorenzo-Rosario-Cent-August-27-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"212","https://fbref.com/en/matches/91426a1c/Newells-OB-Godoy-Cruz-August-27-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"213","https://fbref.com/en/matches/f5983af2/Banfield-Defensa-y-Just-August-27-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"214","https://fbref.com/en/matches/471adf7a/Talleres-Racing-Club-August-27-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"215","https://fbref.com/en/matches/96d16354/Argentinos-Jun-Platense-August-27-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"216","https://fbref.com/en/matches/2542e6fe/Tigre-River-Plate-August-27-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"217","https://fbref.com/en/matches/51106d8c/Arsenal-CA-Huracan-August-26-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"218","https://fbref.com/en/matches/1730429f/Barracas-Central-Colon-August-28-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"219","https://fbref.com/en/matches/270f2b61/Sarmiento-Gimnasia-ELP-August-28-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"220","https://fbref.com/en/matches/326745f0/Independiente-Velez-Sarsf-August-28-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"221","https://fbref.com/en/matches/39b542e5/Boca-Juniors-Tucuman-August-28-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"222","https://fbref.com/en/matches/4a72503b/Estudiantes-Patronato-August-28-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"223","https://fbref.com/en/matches/b54a64b0/CA-Union-Aldosivi-August-28-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"224","https://fbref.com/en/matches/f9734664/CA-Huracan-CC-Cordoba-September-1-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"225","https://fbref.com/en/matches/6f0efd03/Lanus-Tigre-September-3-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"226","https://fbref.com/en/matches/a7cb5a10/Rosario-Cent-Talleres-September-3-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"227","https://fbref.com/en/matches/1345d4fd/Velez-Sarsf-Newells-OB-September-3-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"228","https://fbref.com/en/matches/6701dacb/Aldosivi-Sarmiento-September-3-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"229","https://fbref.com/en/matches/c1c45469/Racing-Club-Argentinos-Jun-September-3-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"230","https://fbref.com/en/matches/f4d76490/Gimnasia-ELP-Independiente-September-3-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"231","https://fbref.com/en/matches/b326372b/Platense-Estudiantes-September-4-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"232","https://fbref.com/en/matches/c60d8db6/Patronato-CA-Union-September-4-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"233","https://fbref.com/en/matches/d273592a/Colon-Boca-Juniors-September-4-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"234","https://fbref.com/en/matches/6b69c55a/River-Plate-Barracas-Central-September-4-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"235","https://fbref.com/en/matches/2c37eae1/Defensa-y-Just-San-Lorenzo-September-5-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"236","https://fbref.com/en/matches/c9c0411a/Godoy-Cruz-Arsenal-September-5-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"237","https://fbref.com/en/matches/2bfebd8b/Tucuman-Banfield-September-5-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"238","https://fbref.com/en/matches/c4c10ad0/Independiente-Aldosivi-September-8-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"239","https://fbref.com/en/matches/723a5efd/Argentinos-Jun-Rosario-Cent-September-8-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"240","https://fbref.com/en/matches/ab576055/CA-Union-Sarmiento-September-8-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"241","https://fbref.com/en/matches/5ec1a4c0/Barracas-Central-Lanus-September-9-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"242","https://fbref.com/en/matches/7d2b44b5/Patronato-Platense-September-9-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"243","https://fbref.com/en/matches/0f22537a/Estudiantes-Racing-Club-September-9-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"244","https://fbref.com/en/matches/f224491d/Tigre-CA-Huracan-September-9-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"245","https://fbref.com/en/matches/33f27634/CC-Cordoba-Godoy-Cruz-September-10-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"246","https://fbref.com/en/matches/ffe47979/San-Lorenzo-Tucuman-September-10-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"247","https://fbref.com/en/matches/188cd465/Banfield-Colon-September-10-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"248","https://fbref.com/en/matches/76f9c54d/Newells-OB-Gimnasia-ELP-September-11-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"249","https://fbref.com/en/matches/c5f935a4/Arsenal-Velez-Sarsf-September-11-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"250","https://fbref.com/en/matches/7958b919/Superclasico-Boca-Juniors-River-Plate-September-11-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"251","https://fbref.com/en/matches/5a690275/Talleres-Defensa-y-Just-September-11-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"252","https://fbref.com/en/matches/c7bb5aba/Sarmiento-Independiente-September-12-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"253","https://fbref.com/en/matches/2c21ad05/CA-Huracan-Barracas-Central-September-13-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"254","https://fbref.com/en/matches/3eee009a/Godoy-Cruz-Tigre-September-13-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"255","https://fbref.com/en/matches/ac83729e/Aldosivi-Newells-OB-September-14-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"256","https://fbref.com/en/matches/e472aa1b/Colon-San-Lorenzo-September-14-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"257","https://fbref.com/en/matches/828787a3/River-Plate-Banfield-September-14-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"258","https://fbref.com/en/matches/a4295e2b/Platense-CA-Union-September-13-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"259","https://fbref.com/en/matches/de5d3397/Racing-Club-Patronato-September-13-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"260","https://fbref.com/en/matches/8f66ceb2/Defensa-y-Just-Argentinos-Jun-September-15-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"261","https://fbref.com/en/matches/fa906965/Rosario-Cent-Estudiantes-September-15-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"262","https://fbref.com/en/matches/17e1625f/Lanus-Boca-Juniors-September-14-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"263","https://fbref.com/en/matches/5ec1dba3/Tucuman-Talleres-September-15-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"264","https://fbref.com/en/matches/aeb8c68b/Gimnasia-ELP-Arsenal-September-15-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"265","https://fbref.com/en/matches/32590c1f/Barracas-Central-Godoy-Cruz-September-17-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"266","https://fbref.com/en/matches/c916ba89/Newells-OB-Sarmiento-September-17-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"267","https://fbref.com/en/matches/5073e5a3/Tigre-Velez-Sarsf-September-18-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"268","https://fbref.com/en/matches/f88f7c7f/San-Lorenzo-River-Plate-September-18-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"269","https://fbref.com/en/matches/49c0f5c1/Banfield-Lanus-September-18-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"270","https://fbref.com/en/matches/3f9d15fa/Platense-Racing-Club-September-18-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"271","https://fbref.com/en/matches/fc973639/Talleres-Colon-September-18-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"272","https://fbref.com/en/matches/0788dd10/Arsenal-Aldosivi-September-19-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"273","https://fbref.com/en/matches/bb3df374/CA-Union-Independiente-September-19-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"274","https://fbref.com/en/matches/cbcf5b8a/Boca-Juniors-CA-Huracan-September-19-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"275","https://fbref.com/en/matches/5c562cc2/Patronato-Rosario-Cent-September-20-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"276","https://fbref.com/en/matches/d6958132/CC-Cordoba-Gimnasia-ELP-September-20-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"277","https://fbref.com/en/matches/0d93f3f9/Estudiantes-Defensa-y-Just-September-19-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"278","https://fbref.com/en/matches/5be1fe76/Argentinos-Jun-Tucuman-September-19-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"279","https://fbref.com/en/matches/8162ae16/CA-Huracan-Banfield-September-23-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"280","https://fbref.com/en/matches/a891aeae/Godoy-Cruz-Boca-Juniors-September-23-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"281","https://fbref.com/en/matches/07a24129/Defensa-y-Just-Patronato-September-24-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"282","https://fbref.com/en/matches/8558fac8/Sarmiento-Arsenal-September-24-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"283","https://fbref.com/en/matches/a8af4141/Lanus-San-Lorenzo-September-24-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"284","https://fbref.com/en/matches/8934676b/River-Plate-Talleres-September-24-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"285","https://fbref.com/en/matches/56249994/Independiente-Newells-OB-September-24-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"286","https://fbref.com/en/matches/cbd55061/Rosario-Cent-Platense-September-25-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"287","https://fbref.com/en/matches/de0d46ec/Gimnasia-ELP-Tigre-September-25-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"288","https://fbref.com/en/matches/fc9c162a/Racing-Club-CA-Union-September-25-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"289","https://fbref.com/en/matches/a85a65d6/Tucuman-Estudiantes-September-25-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"290","https://fbref.com/en/matches/b447d2e7/Velez-Sarsf-Barracas-Central-September-25-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"291","https://fbref.com/en/matches/5e1c35a4/Aldosivi-CC-Cordoba-September-26-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"292","https://fbref.com/en/matches/74400708/Colon-Argentinos-Jun-September-26-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"293","https://fbref.com/en/matches/05198044/Barracas-Central-Gimnasia-ELP-September-29-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"294","https://fbref.com/en/matches/5bb607c0/Tigre-Aldosivi-September-30-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"295","https://fbref.com/en/matches/7862baf3/Estudiantes-Colon-September-30-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"296","https://fbref.com/en/matches/428a12ea/CC-Cordoba-Sarmiento-October-1-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"297","https://fbref.com/en/matches/4855f99d/Platense-Defensa-y-Just-October-1-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"298","https://fbref.com/en/matches/4462ad4a/San-Lorenzo-CA-Huracan-October-1-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"299","https://fbref.com/en/matches/b0328eba/Banfield-Godoy-Cruz-October-1-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"300","https://fbref.com/en/matches/8dc38e89/Arsenal-Independiente-October-1-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"301","https://fbref.com/en/matches/31ae5135/Racing-Club-Rosario-Cent-September-30-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"302","https://fbref.com/en/matches/a7545792/CA-Union-Newells-OB-September-30-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"303","https://fbref.com/en/matches/9ef93922/Patronato-Tucuman-October-2-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"304","https://fbref.com/en/matches/667c86a2/Boca-Juniors-Velez-Sarsf-October-2-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"305","https://fbref.com/en/matches/dd7474e3/Talleres-Lanus-October-2-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"306","https://fbref.com/en/matches/40978651/Argentinos-Jun-River-Plate-October-2-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"307","https://fbref.com/en/matches/31466748/Rosario-Cent-CA-Union-October-3-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"308","https://fbref.com/en/matches/37f44e39/Aldosivi-Barracas-Central-October-4-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"309","https://fbref.com/en/matches/1f6f53e3/Newells-OB-Arsenal-October-4-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"310","https://fbref.com/en/matches/6b3b2653/Godoy-Cruz-San-Lorenzo-October-4-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"311","https://fbref.com/en/matches/0687311b/Sarmiento-Tigre-October-4-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"312","https://fbref.com/en/matches/a004e6a4/Colon-Patronato-October-5-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"313","https://fbref.com/en/matches/7285fdcd/Defensa-y-Just-Racing-Club-October-5-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"314","https://fbref.com/en/matches/b8bb6975/Tucuman-Platense-October-5-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"315","https://fbref.com/en/matches/30f443db/Velez-Sarsf-Banfield-October-4-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"316","https://fbref.com/en/matches/53da9ee0/Lanus-Argentinos-Jun-October-6-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"317","https://fbref.com/en/matches/c5426e57/CA-Huracan-Talleres-October-6-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"318","https://fbref.com/en/matches/1e7a263a/Independiente-CC-Cordoba-October-5-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"319","https://fbref.com/en/matches/6cfb93fd/River-Plate-Estudiantes-October-5-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"320","https://fbref.com/en/matches/6cd89d6e/Barracas-Central-Sarmiento-October-8-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"321","https://fbref.com/en/matches/26c68d1d/San-Lorenzo-Velez-Sarsf-October-8-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"322","https://fbref.com/en/matches/f2c9f9ad/CA-Union-Arsenal-October-8-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"323","https://fbref.com/en/matches/aa0cda37/Platense-Colon-October-8-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"324","https://fbref.com/en/matches/e2685879/Tigre-Independiente-October-9-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"325","https://fbref.com/en/matches/100a2ea4/Banfield-Gimnasia-ELP-October-9-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"326","https://fbref.com/en/matches/96c7f3c4/Talleres-Godoy-Cruz-October-9-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"327","https://fbref.com/en/matches/ad433826/Boca-Juniors-Aldosivi-October-9-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"328","https://fbref.com/en/matches/c47811ef/Patronato-River-Plate-October-9-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"329","https://fbref.com/en/matches/1152b32c/Rosario-Cent-Defensa-y-Just-October-10-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"330","https://fbref.com/en/matches/b299ff49/Argentinos-Jun-CA-Huracan-October-10-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"331","https://fbref.com/en/matches/64897e9c/Estudiantes-Lanus-October-10-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"332","https://fbref.com/en/matches/bf090589/Racing-Club-Tucuman-October-10-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"333","https://fbref.com/en/matches/487284ea/CC-Cordoba-Newells-OB-October-10-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"334","https://fbref.com/en/matches/6a02d2f4/Aldosivi-Banfield-October-12-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"335","https://fbref.com/en/matches/5904e3d3/Sarmiento-Boca-Juniors-October-12-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"336","https://fbref.com/en/matches/7b93d738/Gimnasia-ELP-San-Lorenzo-October-12-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"337","https://fbref.com/en/matches/fdbcba38/Independiente-Barracas-Central-October-12-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"338","https://fbref.com/en/matches/d7438a1a/Velez-Sarsf-Talleres-October-13-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"339","https://fbref.com/en/matches/8f7f83b7/Lanus-Patronato-October-13-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"340","https://fbref.com/en/matches/e15bb529/Godoy-Cruz-Argentinos-Jun-October-13-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"341","https://fbref.com/en/matches/96532b3c/River-Plate-Platense-October-12-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
"342","https://fbref.com/en/matches/c1075775/Colon-Racing-Club-October-14-2022-Primera-Division?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"
